tax_account_connected,business_name,business_type,business_city,business_state,business_start_date,business_description,naics_code,fulltime_employees_count,fulltime_employees_annual_payroll,ever_filed_bankruptcy,bankruptcy_description,ongoing_lawsuits,lawsuits_description,is_only_owner,owners,annual_revenue_year_one,annual_revenue_year_two,annual_revenue_year_three,net_operating_income_year_one,net_operating_income_year_two,net_operating_income_year_three,has_no_debts,debts,has_no_credit_debts,credit_debts,business_ein,incorporation_city,incorporation_state,credit_check_consent,inquiry_id,user_id,organization_id,id,meta_status,created_at,updated_at,open_banking_connected,business_address,business_zip_code,business_phone_number,is_business_address_same_as_individual,is_business_phone_number_same_as_individual,position_at_business,percent_ownership,owner_roles
"t","Hermiston - O'Hara","Nonprofit organization",,,,,"541380","79","591801403","f",,"t","Accedo voco taceo teres. Sordeo repellat ago vulpes versus voluptate vorago cumque spiritus vis. Creta careo tantum conduco.","t",,"1183602806","1110958569","1137924410","293558779","275541456","282229561","t","[]","f","[{""id"": ""d08adfb8-3bd6-4669-a480-14eb98949a1f"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 2229324}, {""id"": ""d02ff449-3f65-45ac-ba50-057647e7ff4a"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 1575975}, {""id"": ""9774b520-156f-4e93-908f-0df6cf94ea4a"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 288867}]","123456789","North Bethesda","ID","t","b617c5bd-5e89-4342-b310-343fe8350ee9","gy25fkn4y5jtlegez6yo7","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","d5b5f24f-3191-4626-a3f9-e49316a5a1b8","f","2025-09-25 15:20:16.919+00",,"f",,,,"f","f",,"30.37","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Raynor and Sons","Franchise",,,,,"484210","28","88047638","t","Caterva correptius ars. Custodia tubineus solio autem. Tutis inflammatio admoveo aduro.","f",,"t",,"176095276","500000000","634442539","49686449","141078312","179012165","f","[{""id"": ""89953523-d724-4003-888e-6a5d43d9ebf9"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 11.273087943969706, ""originalDate"": ""2018-02-08T18:20:10.013Z"", ""currentBalance"": 426059, ""monthlyPayment"": 11103, ""originalAmount"": 4477202, ""termOrMaturationDate"": ""2028-05-25T21:49:26.139Z""}, {""id"": ""24fe2049-fc7c-4191-8523-71e5aede98fc"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 10.655684048046858, ""originalDate"": ""2022-04-28T17:11:33.489Z"", ""currentBalance"": 1034643, ""monthlyPayment"": 18767, ""originalAmount"": 6066451, ""termOrMaturationDate"": ""2026-03-18T01:56:41.452Z""}, {""id"": ""cad04822-bb9e-4e51-82c7-b41aebdc0e48"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 11.262522380729168, ""originalDate"": ""2023-02-19T01:38:26.906Z"", ""currentBalance"": 24760593, ""monthlyPayment"": 490312, ""originalAmount"": 32059002, ""termOrMaturationDate"": ""2031-12-08T20:39:47.515Z""}, {""id"": ""ae165b6f-7a0a-4b59-ada1-db2518ce95c4"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 4.735767137632705, ""originalDate"": ""2018-08-22T20:24:23.228Z"", ""currentBalance"": 10426172, ""monthlyPayment"": 165268, ""originalAmount"": 24501436, ""termOrMaturationDate"": ""2031-11-13T07:40:39.813Z""}, {""id"": ""bac6bd40-9da6-42d2-bbd5-26a7fbdef8b3"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 3.288376159813107, ""originalDate"": ""2017-08-04T16:50:54.200Z"", ""currentBalance"": 3115028, ""monthlyPayment"": 40984, ""originalAmount"": 5684826, ""termOrMaturationDate"": ""2033-03-31T09:48:11.019Z""}]","t","[]","123456789","San Mateo","ME","t","f9a3da6d-cf9a-462f-b871-4cf428cf04d5","98n4x62iodd0zffbyinst","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","fa9c919a-c38a-4082-acfa-74efccc67fbd","f","2025-10-01 14:07:31.118+00",,"f",,,,"f","f",,"83.48","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Carter - Koepp","Franchise",,,,,"337211","158","973394708","t","Consequatur tricesimus acervus sponte terra suadeo. Sol tego id sto veritatis aedificium. Administratio carus curiositas stultus excepturi aro attero ancilla vilitas viscus.","f",,"t",,"2822791344","3668405113","3755701852","344357735","447515782","458165279","f","[{""id"": ""eceec74a-d2ef-4933-870a-208520100e02"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 6.6554715434460405, ""originalDate"": ""2020-01-29T15:24:56.367Z"", ""currentBalance"": 4434992, ""monthlyPayment"": 77395, ""originalAmount"": 8544407, ""termOrMaturationDate"": ""2028-03-16T03:40:21.656Z""}, {""id"": ""60599edd-9685-4ea3-98d0-95594174baee"", ""name"": ""Grainger Trade Credit (Net-60 Terms)"", ""interestRate"": 6.251069706238724, ""originalDate"": ""2023-02-08T10:25:15.799Z"", ""currentBalance"": 28342704, ""monthlyPayment"": 410076, ""originalAmount"": 38592404, ""termOrMaturationDate"": ""2033-10-14T07:45:35.535Z""}, {""id"": ""cf9f17dd-3662-4a97-92ef-be7b05418ec8"", ""name"": ""Cisco Technology Equipment Lease"", ""interestRate"": 11.668096031421728, ""originalDate"": ""2021-11-11T00:59:43.210Z"", ""currentBalance"": 29816558, ""monthlyPayment"": 911097, ""originalAmount"": 30011958, ""termOrMaturationDate"": ""2027-11-29T04:29:12.780Z""}, {""id"": ""2f5b6ec9-2eb7-43fd-874d-ac816ec57973"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 6.120776120757589, ""originalDate"": ""2024-11-07T23:28:51.026Z"", ""currentBalance"": 1566500, ""monthlyPayment"": 34098, ""originalAmount"": 2288414, ""termOrMaturationDate"": ""2029-10-08T18:46:35.290Z""}, {""id"": ""59544528-53d4-4eb3-ab48-d566db0ce6d0"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 5.783666367703836, ""originalDate"": ""2022-05-02T04:22:45.066Z"", ""currentBalance"": 2812233, ""monthlyPayment"": 39593, ""originalAmount"": 3797358, ""termOrMaturationDate"": ""2030-05-24T22:55:46.188Z""}]","f","[{""id"": ""dee88d2d-105d-40df-bced-2b149a9c9eca"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 4589956}, {""id"": ""5fe5b9fb-df08-405c-947f-bd1f8b71a41d"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 3782606}]","123456789","New Felicita","NV","t","c69ea575-237f-4c96-9ccd-cd66bc8f91f8","ejl49zgktxiw3jbn7rpzn","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","ca88b6be-f48a-434d-a995-9632cf799377","f","2025-09-25 17:13:09.07+00",,"f",,,,"f","f",,"98.00","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Tremblay LLC","S Corporation",,,,,"311340","110","935972840","f",,"f",,"t",,"1871945680","1310576008","1621468290","628417294","439963957","544331348","t","[]","t","[]","123456789","New Cortez","WI","t","fdc4d6d0-8873-4b3d-b997-0d1d9140a7ad","kjr80ssk5fxixl43ol9ri","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","c6dd6f48-9992-42b5-83ee-ebde0247f144","f","2025-09-20 21:01:20.516+00",,"f",,,,"f","f",,"23.87","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Kunze and Sons","Franchise",,,,,"525990","266","1603351708","f",,"f",,"t",,"4816182434","4629185972","4599984883","1332168299","1280444602","1272367507","f","[{""id"": ""cbdc2d1e-8c75-4630-8788-bdac5fc03288"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 6.602331271046356, ""originalDate"": ""2017-09-13T11:53:26.260Z"", ""currentBalance"": 6801359, ""monthlyPayment"": 100396, ""originalAmount"": 11843858, ""termOrMaturationDate"": ""2031-04-25T14:46:21.518Z""}, {""id"": ""97636ffc-e4ba-4965-8302-edb51e338394"", ""name"": ""Office Depot Vendor Credit"", ""interestRate"": 11.038392384913962, ""originalDate"": ""2024-11-26T14:35:58.604Z"", ""currentBalance"": 15265630, ""monthlyPayment"": 281772, ""originalAmount"": 41466336, ""termOrMaturationDate"": ""2032-03-30T10:55:28.368Z""}, {""id"": ""de41a695-99a2-4595-94b8-07cdccd1d030"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 9.539603414010362, ""originalDate"": ""2020-02-21T09:41:42.845Z"", ""currentBalance"": 5970552, ""monthlyPayment"": 296237, ""originalAmount"": 7387738, ""termOrMaturationDate"": ""2027-09-23T17:22:47.951Z""}]","f","[{""id"": ""1940b9fa-325e-459c-852d-485995ab62ec"", ""name"": ""American Express Business Platinum Card"", ""balance"": 1433132}]","123456789","East Jayson","WA","t","066b14b4-9ea3-48aa-9d6a-10358a7e3b15","9t5hqjz84jrk093l9fk38","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","add63b3b-9aba-4745-a6fa-ed0dc8db0c2e","f","2025-09-21 08:29:03.454+00",,"f",,,,"f","f",,"88.77","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Toy, Reinger and Wilderman","Sole proprietorship",,,,,"621999","275","2171645850","f",,"t","Ad demonstro ultra deporto. Conscendo abutor blandior spoliatio corpus assentator. Umbra defessus ad pecus verecundia.","t",,"4561085925","4589423913","5170998139","516540286","519749546","585612484","f","[{""id"": ""e351b981-89f8-4f32-b272-c8fbec2e5ef6"", ""name"": ""Cisco Technology Equipment Lease"", ""interestRate"": 9.1412846655052, ""originalDate"": ""2020-06-15T20:20:20.710Z"", ""currentBalance"": 1911346, ""monthlyPayment"": 46416, ""originalAmount"": 44127620, ""termOrMaturationDate"": ""2027-06-21T09:29:17.963Z""}, {""id"": ""642d114a-6b3b-434d-9e28-4d6192b62c4f"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 3.510925040087638, ""originalDate"": ""2022-10-31T12:53:57.594Z"", ""currentBalance"": 7854779, ""monthlyPayment"": 88438, ""originalAmount"": 20614319, ""termOrMaturationDate"": ""2029-03-17T18:23:45.627Z""}, {""id"": ""824f90fc-ec83-4c16-b281-826ddac45cbb"", ""name"": ""Fastenal Industrial Supplier Credit"", ""interestRate"": 3.979877619191652, ""originalDate"": ""2024-06-13T13:55:33.821Z"", ""currentBalance"": 8100112, ""monthlyPayment"": 101866, ""originalAmount"": 18924961, ""termOrMaturationDate"": ""2032-01-25T13:34:59.612Z""}, {""id"": ""58ab991c-f687-40b0-8c26-906ad0f549df"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 5.676286395628028, ""originalDate"": ""2017-01-01T02:05:10.085Z"", ""currentBalance"": 2304145, ""monthlyPayment"": 34901, ""originalAmount"": 3367730, ""termOrMaturationDate"": ""2029-04-29T19:11:13.504Z""}, {""id"": ""37447c76-25da-45ac-bb77-b63f083ddae0"", ""name"": ""Square Capital Merchant Advance"", ""interestRate"": 3.0733218016107022, ""originalDate"": ""2018-01-18T20:26:15.958Z"", ""currentBalance"": 3498384, ""monthlyPayment"": 67266, ""originalAmount"": 5206598, ""termOrMaturationDate"": ""2029-11-06T06:52:05.897Z""}]","f","[{""id"": ""6a8c0622-10c5-4220-9280-029a1c7f9c5e"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 3398114}, {""id"": ""a23e1be7-e3ae-44e3-96fa-ed4f268c94f2"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 3218086}]","123456789","Ewellfort","MT","t","e2d123d3-9061-4fcd-a806-4d81328587b1","pm360eas8hkri7gmoqn5m","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","38338e06-03d4-4507-8fa6-bf890438a3c4","f","2025-10-01 18:47:32.626+00",,"f",,,,"f","f",,"44.80","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Thompson LLC","Franchise",,,,,"334412","449","3298844308","f",,"f",,"t",,"6597688616","4924531312","5267424886","2084885388","1556163677","1664518866","f","[{""id"": ""6e57e029-d34e-423e-bb96-284e641dea1a"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 6.7980258804375335, ""originalDate"": ""2016-05-24T21:38:54.402Z"", ""currentBalance"": 16834341, ""monthlyPayment"": 270725, ""originalAmount"": 37452879, ""termOrMaturationDate"": ""2033-04-10T05:19:59.299Z""}]","f","[{""id"": ""cff7ba69-6b56-45d3-9cc7-52a107e7ffea"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 278956}, {""id"": ""7c8fabf1-79fb-44e0-9fed-e4727a910eec"", ""name"": ""Brex Business Credit Card"", ""balance"": 3079296}, {""id"": ""ac05d8b6-ee62-477d-af55-9b326d57a361"", ""name"": ""Brex Business Credit Card"", ""balance"": 416322}]","123456789","Independence","NH","t","83f3b395-b1f2-455a-bcdf-342e68bb30cc","b4o9gbxly9vfqvq6f9flp","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","2411d45d-7d84-422b-b79b-c26182c0a99e","f","2025-10-04 04:51:07.198+00",,"f",,,,"f","f",,"84.97","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Stehr LLC","Franchise",,,,,"522130","469","1979765078","f",,"t","Necessitatibus claro comedo tendo. Victus vivo voluptatibus undique solio suppellex tam supellex. Cubicularis suadeo apostolus vis decumbo communis carbo valeo crapula.","t",,"3959530155","4902116917","4228795992","424312436","525322219","453167587","f","[{""id"": ""e44cd0c7-e9e1-46eb-892f-47a5dd527e17"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 8.646369845453087, ""originalDate"": ""2021-07-27T20:02:48.101Z"", ""currentBalance"": 25180696, ""monthlyPayment"": 601113, ""originalAmount"": 36672264, ""termOrMaturationDate"": ""2030-02-27T18:49:19.868Z""}, {""id"": ""e5f7a92d-277c-46ba-b8f4-cc1595d4b80d"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 10.801947789917433, ""originalDate"": ""2024-01-22T21:57:59.941Z"", ""currentBalance"": 15562824, ""monthlyPayment"": 572391, ""originalAmount"": 18781522, ""termOrMaturationDate"": ""2027-09-22T10:48:15.151Z""}]","f","[{""id"": ""114734a5-2ed9-4cb9-a1fc-24b497714d70"", ""name"": ""Brex Business Credit Card"", ""balance"": 1072887}, {""id"": ""184f06f0-1ba5-4c57-8bab-f0aee8ba309f"", ""name"": ""American Express Business Platinum Card"", ""balance"": 651936}, {""id"": ""743f791d-dd0e-4111-a5a1-a65f41ca58ad"", ""name"": ""Brex Business Credit Card"", ""balance"": 389598}]","123456789","Port Amira","CT","t","01c0c7f0-aed6-488c-8344-408f8ce3186e","6d010zz9czmgx0n5uxw3j","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","26c48a56-d64d-4125-bdf1-9378bd621b44","f","2025-09-16 23:08:50.206+00",,"f",,,,"f","f",,"29.53","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Armstrong, Predovic and Barton","S Corporation",,,,,"512230","12","62156748","f",,"f",,"t",,"220065228","500000000","605342495","34109190","77497909","93825556","f","[{""id"": ""47275376-99e4-4d54-a29e-a217a4087bfe"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 9.712879629631377, ""originalDate"": ""2019-06-02T19:04:27.128Z"", ""currentBalance"": 37176210, ""monthlyPayment"": 3398924, ""originalAmount"": 38561971, ""termOrMaturationDate"": ""2026-06-23T01:29:18.478Z""}]","f","[{""id"": ""ed4a3aaa-efe5-46d3-8d29-c98e9805f1e2"", ""name"": ""Brex Business Credit Card"", ""balance"": 469495}, {""id"": ""1e0379d5-d6f4-4122-810b-7f4bde4f20d9"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 2297876}, {""id"": ""6b61751c-ab30-4d4d-a006-7750de32ca2c"", ""name"": ""Discover It Business Card"", ""balance"": 585042}, {""id"": ""0232a058-fc2c-466a-8c84-492e627a3415"", ""name"": ""Discover It Business Card"", ""balance"": 1947884}]","123456789","Anitaland","VT","t","0068621e-199e-4126-a10f-cff3f3219812","hgj18mx0bj34crop8v3ji","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","af373c3d-dd99-46f9-9840-88f57d84ee0e","f","2025-10-22 06:20:28.849+00",,"f",,,,"f","f",,"44.57","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Gleason - Bednar","Joint venture",,,,,"327410","396","2798351820","f",,"f",,"t",,"5596703640","6187778658","7475500531","1036051588","1145470319","1383851047","f","[{""id"": ""6a581227-c932-4ab0-905d-b44093aeb4e4"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 9.542715728186472, ""originalDate"": ""2018-06-19T16:18:31.522Z"", ""currentBalance"": 12921240, ""monthlyPayment"": 318107, ""originalAmount"": 33979915, ""termOrMaturationDate"": ""2029-07-14T23:54:48.382Z""}, {""id"": ""23dba719-bc04-4041-b4a3-693c5bd6dbcd"", ""name"": ""Caterpillar Heavy Machinery Lease"", ""interestRate"": 4.249823197757097, ""originalDate"": ""2023-06-05T06:14:40.178Z"", ""currentBalance"": 9185588, ""monthlyPayment"": 415264, ""originalAmount"": 24660068, ""termOrMaturationDate"": ""2026-02-26T00:32:30.558Z""}, {""id"": ""3cf1b569-dda7-40c2-be52-a2e736fbe6c4"", ""name"": ""BlueVine Short-Term Business Loan"", ""interestRate"": 8.521975960011513, ""originalDate"": ""2016-02-27T17:25:50.062Z"", ""currentBalance"": 8798482, ""monthlyPayment"": 306886, ""originalAmount"": 11272348, ""termOrMaturationDate"": ""2027-09-27T23:37:03.311Z""}, {""id"": ""47a8e42f-a88f-476b-a1cd-e9c264535236"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 9.017544274868111, ""originalDate"": ""2020-04-15T18:56:50.792Z"", ""currentBalance"": 22640039, ""monthlyPayment"": 439656, ""originalAmount"": 24232018, ""termOrMaturationDate"": ""2031-07-09T22:36:19.431Z""}, {""id"": ""8475cdc9-80a8-4709-9cdb-9c2aaa2e24e0"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 10.326377146639508, ""originalDate"": ""2016-02-10T15:06:47.686Z"", ""currentBalance"": 1666787, ""monthlyPayment"": 28233, ""originalAmount"": 1866229, ""termOrMaturationDate"": ""2031-08-18T13:11:46.127Z""}]","f","[{""id"": ""d3a04675-39e4-4788-8e07-6bd76e835d0c"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 625495}]","123456789","Edisontown","WA","t","27b06261-6c8a-4d27-8ba2-d8fd982bfecb","wds8crs4f0oc24l38clen","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","46cd5bdb-7d95-4a73-bfc4-49975d1bb10d","f","2025-10-02 13:42:02.15+00",,"f",,,,"f","f",,"39.99","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Buckridge and Sons","S Corporation",,,,,"423510","12","59349300","f",,"f",,"t",,"118698600","500000000","598202849","43945269","185112838","221470054","f","[{""id"": ""22c8c852-44a4-4e78-a9e1-bd74f8095dba"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 4.199731481714998, ""originalDate"": ""2024-09-24T22:58:23.987Z"", ""currentBalance"": 10603579, ""monthlyPayment"": 478926, ""originalAmount"": 13956599, ""termOrMaturationDate"": ""2026-09-22T02:41:19.890Z""}, {""id"": ""584d9e19-1c34-47e2-89bd-5c1aa3557d81"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 6.666223620222598, ""originalDate"": ""2023-09-07T10:28:13.353Z"", ""currentBalance"": 859523, ""monthlyPayment"": 28650, ""originalAmount"": 30209677, ""termOrMaturationDate"": ""2026-04-27T11:50:24.703Z""}, {""id"": ""e9c2161f-90a1-4e87-8718-9dc6fc017cc0"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 9.567387187861918, ""originalDate"": ""2018-04-23T11:16:27.627Z"", ""currentBalance"": 727897, ""monthlyPayment"": 12543, ""originalAmount"": 12036573, ""termOrMaturationDate"": ""2032-09-13T16:34:56.270Z""}, {""id"": ""9f15f80d-a2e7-4673-aa1c-fa0aa5a2ac10"", ""name"": ""Contract Breach Judgment Debt"", ""interestRate"": 11.725678144206823, ""originalDate"": ""2024-12-17T22:21:17.250Z"", ""currentBalance"": 21395837, ""monthlyPayment"": 463780, ""originalAmount"": 25209193, ""termOrMaturationDate"": ""2027-03-29T13:12:55.862Z""}, {""id"": ""669d222c-fd4f-4ff0-8ec5-2b07781afb03"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 10.949195490903143, ""originalDate"": ""2025-07-31T01:39:08.340Z"", ""currentBalance"": 3793958, ""monthlyPayment"": 87311, ""originalAmount"": 4858610, ""termOrMaturationDate"": ""2026-01-04T12:42:45.710Z""}]","t","[]","123456789","Pembroke Pines","ID","t","96b15519-a73f-45f8-9afa-3632b2b20e20","6s1meqh55kw9sphms4ilu","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","bfaee9c3-5a81-4e1f-bcb1-80bcc2f1ecd9","f","2025-09-23 16:52:50.306+00",,"f",,,,"f","f",,"70.65","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Kiehn - Dicki","Nonprofit organization",,,,,"313110","419","2908589689","f",,"f",,"t",,"5817179377","6071435799","6480916047","1122179336","1171227385","1250219323","t","[]","t","[]","123456789","Port Katharinaview","OR","t","f3da5b33-d09b-4eb5-b1ca-e04c6c91e4c2","e0bwezebxc0d4ojlvmups","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","b7f949a4-d99f-43d8-a4a6-9e5e4fca3a3f","f","2025-10-13 11:59:53.66+00",,"f",,,,"f","f",,"52.80","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Dickens Inc","Sole proprietorship",,,,,"541320","251","1769457632","f",,"f",,"t",,"4296515090","3644814547","3656989430","1297128871","1100378814","1104054442","f","[{""id"": ""e326e627-a5f8-4b0e-8673-365627b44598"", ""name"": ""SBA 504 Loan - Real Estate Financing"", ""interestRate"": 8.672339808549001, ""originalDate"": ""2024-06-17T09:30:02.686Z"", ""currentBalance"": 19216175, ""monthlyPayment"": 316802, ""originalAmount"": 34345672, ""termOrMaturationDate"": ""2028-08-17T01:05:52.824Z""}]","f","[{""id"": ""448131a7-c981-4137-ae92-fa4bd0ae0233"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 3457052}, {""id"": ""ea780f36-03e0-431f-9c33-25a259974485"", ""name"": ""Brex Business Credit Card"", ""balance"": 4974763}, {""id"": ""37170f38-1ff6-44ad-94d7-d5e5c4fc0adb"", ""name"": ""Discover It Business Card"", ""balance"": 2673884}]","123456789","Schenectady","MN","t","bcbf20d9-f4d8-4b00-a30d-ceff046b1a5c","r28x7d9imk7wzegfo0rrj","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","06498ae9-2533-4875-a1a9-a850da3823d7","f","2025-10-05 06:41:51.963+00",,"f",,,,"f","f",,"53.74","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Schuppe LLC","Partnership",,,,,"112512","344","2663627776","t","Stillicidium tardus complectus ustulo cedo ancilla pax quidem vestigium ustilo. Cubitum aegrotatio sursum aperio casso. Adhuc taceo error.","f",,"t",,"6488519056","5880280324","5259324062","2588243258","2345619358","2097922488","f","[{""id"": ""f5a01708-9e5c-47b4-9783-b80b9f645cef"", ""name"": ""Regulatory Fine Payment Agreement"", ""interestRate"": 8.457011564250134, ""originalDate"": ""2022-08-10T20:33:58.818Z"", ""currentBalance"": 4721434, ""monthlyPayment"": 72620, ""originalAmount"": 21739094, ""termOrMaturationDate"": ""2030-08-14T17:26:44.057Z""}, {""id"": ""cc12ea5d-20b5-4889-a167-c5bc5385377c"", ""name"": ""CNH Industrial Equipment Financing"", ""interestRate"": 3.8897185685928526, ""originalDate"": ""2023-12-24T18:22:02.805Z"", ""currentBalance"": 10683129, ""monthlyPayment"": 479759, ""originalAmount"": 11983722, ""termOrMaturationDate"": ""2027-04-03T23:57:46.581Z""}, {""id"": ""3b3d4a96-4e1d-442a-8092-0303cab5de73"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 11.979175803627616, ""originalDate"": ""2024-10-16T22:48:45.758Z"", ""currentBalance"": 34946587, ""monthlyPayment"": 1319598, ""originalAmount"": 41043300, ""termOrMaturationDate"": ""2026-11-23T19:16:56.902Z""}, {""id"": ""3b9611c3-913c-4c67-8ce9-7e69b8ce2155"", ""name"": ""Caterpillar Heavy Machinery Lease"", ""interestRate"": 4.793602592089163, ""originalDate"": ""2019-11-10T21:18:21.398Z"", ""currentBalance"": 6958020, ""monthlyPayment"": 143762, ""originalAmount"": 9962067, ""termOrMaturationDate"": ""2029-11-15T09:34:38.304Z""}, {""id"": ""3fbedac1-9aeb-497e-ab57-78df04393ec3"", ""name"": ""Fundbox Invoice Advance"", ""interestRate"": 9.001989163743634, ""originalDate"": ""2016-08-01T05:16:15.669Z"", ""currentBalance"": 4590289, ""monthlyPayment"": 225697, ""originalAmount"": 14236665, ""termOrMaturationDate"": ""2027-03-04T08:00:57.982Z""}]","f","[{""id"": ""d2a7d8a5-89df-4662-9782-d339db7589f5"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 3559123}]","123456789","Sengerberg","DE","t","6a325b5f-2392-4d34-a841-f7605db520da","bc3zyn6q19iuuh9dbwr9s","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","b8031d97-8a1d-4d06-bdad-c0946bde6f1e","f","2025-09-24 02:56:50.646+00",,"f",,,,"f","f",,"69.46","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Doyle - Blick","Sole proprietorship",,,,,"562998","137","868574041","f",,"f",,"t",,"1737148081","1774371199","1556246556","342605152","349946398","306927253","t","[]","f","[{""id"": ""2d8469de-518a-4357-99ce-4296f0524477"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 2633993}, {""id"": ""32091240-0b26-4953-a372-129f9bdfef4f"", ""name"": ""Discover It Business Card"", ""balance"": 2989826}, {""id"": ""14b1a8d8-4d4d-49be-b223-e6c4675079dc"", ""name"": ""Brex Business Credit Card"", ""balance"": 4105125}, {""id"": ""071d2eb5-742f-490d-bdc8-5d3a7902fd7c"", ""name"": ""American Express Business Platinum Card"", ""balance"": 882873}]","123456789","North Precious","WA","t","c8952f1f-19bb-415e-86da-c10cbbf70e27","brn79lg95g6rrzyxbnyv6","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","f1d03b19-10f0-49d6-bc42-4a1f5f8e1990","f","2025-09-30 15:23:33.361+00",,"f",,,,"f","f",,"84.17","{authorizedSigner,beneficialOwner,controlPerson}"
